Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"CO dissociation and CO+O reactions on a nanosized iron cluster","Nano Research","","2","8","10.1007/s12274-009-9069-9","Giorgio LanzaniAlbert G. NasibulinKari LaasonenEsko I. Kauppinen","2009","http://link.springer.com/article/10.1007/s12274-009-9069-9","Article"
"Development of ultra-high density silicon nanowire arrays for electronics applications","Nano Research","","1","1","10.1007/s12274-008-8005-8","Dunwei WangBonnie A. SheriffMichael McAlpineJames R. Heath","2008","http://link.springer.com/article/10.1007/s12274-008-8005-8","Article"
"Direct electrochemistry of cytochrome c at a hierarchically nanostructured TiO2 quantum electrode","Nano Research","","3","5","10.1007/s12274-010-1041-1","Li LiuNing WangXia CaoLin Guo","2010","http://link.springer.com/article/10.1007/s12274-010-1041-1","Article"
"Process intensification by CO2 for high quality carbon nanotube forest growth: Double-walled carbon nanotube convexity or single-walled carbon nanotube bowls?","Nano Research","","2","11","10.1007/s12274-009-9088-6","Jiaqi HuangQiang ZhangMengqiang ZhaoFei Wei","2009","http://link.springer.com/article/10.1007/s12274-009-9088-6","Article"
"Inorganic hierarchical nanostructures induced by concentration difference and gradient","Nano Research","","1","3","10.1007/s12274-008-8024-5","Haibin ChuXuemei LiGuangda ChenZhong JinYan ZhangYan Li","2008","http://link.springer.com/article/10.1007/s12274-008-8024-5","Article"
"Charge transport in disordered graphene-based low dimensional materials","Nano Research","","1","5","10.1007/s12274-008-8043-2","Alessandro CrestiNorbert NemecBlanca BielGabriel NieblerFrançois TriozonGianaurelio CunibertiStephan Roche","2008","http://link.springer.com/article/10.1007/s12274-008-8043-2","Article"
"Large scale photochemical synthesis of M@TiO2 nanocomposites (M = Ag, Pd, Au, Pt) and their optical properties, CO oxidation performance, and antibacterial effect","Nano Research","","3","4","10.1007/s12274-010-1027-z","Shao Feng ChenJian Ping LiKun QianWei Ping XuYang LuWei Xin HuangShu Hong Yu","2010","http://link.springer.com/article/10.1007/s12274-010-1027-z","Article"
"Carbon nanotubes in biology and medicine: In vitro and in vivo detection, imaging and drug delivery","Nano Research","","2","2","10.1007/s12274-009-9009-8","Zhuang LiuScott TabakmanKevin WelsherHongjie Dai","2009","http://link.springer.com/article/10.1007/s12274-009-9009-8","Article"
"Nucleation and growth mechanisms for Pd-Pt bimetallic nanodendrites and their electrocatalytic properties","Nano Research","","3","2","10.1007/s12274-010-1010-8","Byungkwon LimMajiong JiangTaekyung YuPedro H. C. CamargoYounan Xia","2010","http://link.springer.com/article/10.1007/s12274-010-1010-8","Article"
"Mesoflowers: A new class of highly efficient surface-enhanced Raman active and infrared-absorbing materials","Nano Research","","2","4","10.1007/s12274-009-9028-5","Panikkanvalappil Ravindranathan SajanlalThalappil Pradeep","2009","http://link.springer.com/article/10.1007/s12274-009-9028-5","Article"
"Development of novel supported gold catalysts: A materials perspective","Nano Research","","4","1","10.1007/s12274-010-0025-5","Zhen MaSheng Dai","2011","http://link.springer.com/article/10.1007/s12274-010-0025-5","Article"
"An essay on synthetic chemistry of colloidal nanocrystals","Nano Research","","2","6","10.1007/s12274-009-9047-2","Xiaogang Peng","2009","http://link.springer.com/article/10.1007/s12274-009-9047-2","Article"
"Improved non-covalent biofunctionalization of multi-walled carbon nanotubes using carbohydrate amphiphiles with a butterfly-like polyaromatic tail","Nano Research","","3","11","10.1007/s12274-010-0044-2","Mohyeddin AssaliManuel Pernía LealInmaculada FernándezPablo Romero-GomezRachid BaatiNoureddine Khiar","2010","http://link.springer.com/article/10.1007/s12274-010-0044-2","Article"
"Hierarchical manganese oxide/carbon nanocomposites for supercapacitor electrodes","Nano Research","","4","2","10.1007/s12274-010-0072-y","Yiting PengZheng ChenJing WenQiangfeng XiaoDing WengShiyu HeHongbin GengYunfeng Lu","2011","http://link.springer.com/article/10.1007/s12274-010-0072-y","Article"
"Magnetic field-induced solvothermal synthesis of one-dimensional assemblies of Ni-Co alloy microstructures","Nano Research","","1","4","10.1007/s12274-008-8031-6","Ming Jun HuBin LinShu Hong Yu","2008","http://link.springer.com/article/10.1007/s12274-008-8031-6","Article"
"Multiplexed five-color molecular imaging of cancer cells and tumor tissues with carbon nanotube Raman tags in the near-infrared","Nano Research","","3","3","10.1007/s12274-010-1025-1","Zhuang LiuScott TabakmanSarah SherlockXiaolin LiZhuo ChenKaili JiangShoushan FanHongjie Dai","2010","http://link.springer.com/article/10.1007/s12274-010-1025-1","Article"
"Direct comparison of catalyst-free and catalyst-induced GaN nanowires","Nano Research","","3","7","10.1007/s12274-010-0013-9","Caroline ChèzeLutz GeelhaarOliver BrandtWalter M. WeberHenning RiechertSteffen MünchRalph RothemundStephan ReitzensteinAlfred ForchelThomas KehagiasPhilomela KomninouGeorge P. DimitrakopulosTheodoros Karakostas","2010","http://link.springer.com/article/10.1007/s12274-010-0013-9","Article"
"Synthesis and electrocatalytic oxygen reduction properties of truncated octahedral Pt3Ni nanoparticles","Nano Research","","4","1","10.1007/s12274-010-0049-x","Jianbo WuHong Yang","2011","http://link.springer.com/article/10.1007/s12274-010-0049-x","Article"
"In situ TEM measurements of the mechanical properties and behavior of WS2 nanotubes","Nano Research","","1","1","10.1007/s12274-008-8008-5","Ming Sheng WangIfat Kaplan-AshiriXian Long WeiRita RosentsveigHanoch Daniel WagnerReshef TenneLian Mao Peng","2008","http://link.springer.com/article/10.1007/s12274-008-8008-5","Article"
"Synthesis of Pd nanocrystals enclosed by {100} facets and with sizes <10 nm for application in CO oxidation","Nano Research","","4","1","10.1007/s12274-010-0051-3","Mingshang JinHongyang LiuHui ZhangZhaoxiong XieJingyue LiuYounan Xia","2011","http://link.springer.com/article/10.1007/s12274-010-0051-3","Article"
"Shedding light on the crystallographic etching of multi-layer graphene at the atomic scale","Nano Research","","2","9","10.1007/s12274-009-9073-0","Franziska SchäffelJamie H. WarnerAlicja BachmatiukBernd RellinghausBernd BüchnerLudwig SchultzMark H. Rümmeli","2009","http://link.springer.com/article/10.1007/s12274-009-9073-0","Article""Correction to: Nb2C MXene-Functionalized Scaffolds Enables Osteosarcoma Phototherapy and Angiogenesis/Osteogenesis of Bone Defects","Nano-Micro Letters","","14","1","10.1007/s40820-022-00805-9","Junhui YinShanshan PanXiang GuoYoushui GaoDaoyu ZhuQianhao YangJunjie GaoChangqing ZhangYu Chen","2022","http://link.springer.com/article/10.1007/s40820-022-00805-9","Article"
"Correction to: Boosting Transport Kinetics of Ions and Electrons Simultaneously by Ti3C2Tx (MXene) Addition for Enhanced Electrochromic Performance","Nano-Micro Letters","","13","1","10.1007/s40820-021-00739-8","Wenting WuHuajing FangHailong MaLiangliang WuWenqing ZhangHong Wang","2021","http://link.springer.com/article/10.1007/s40820-021-00739-8","Article"
"Correction to: Reversible Zn2+ Insertion in Tungsten Ion Activated Titanium Dioxide Nanocrystals for Electrochromic Windows","Nano-Micro Letters","","13","1","10.1007/s40820-021-00765-6","Yi LiangSheng CaoQilin WeiRuosheng ZengJialong ZhaoHaizeng LiWilliam W. YuBingsuo Zou","2021","http://link.springer.com/article/10.1007/s40820-021-00765-6","Article"
"Correction to: An endotenon sheath-inspired double-network binder enables superior cycling performance of silicon electrodes","Nano-Micro Letters","","14","1","10.1007/s40820-022-00881-x","Meifang JiangPengzhou MuHuanrui ZhangTiantian DongBen TangHuayu QiuZhou ChenGuanglei Cui","2022","http://link.springer.com/article/10.1007/s40820-022-00881-x","Article"
"Correction to: Recent Advances on Early-Stage Fire-Warning Systems: Mechanism, Performance, and Perspective","Nano-Micro Letters","","14","1","10.1007/s40820-022-00973-8","Xiaolu LiAntonio Vázquez-LópezJosé Sánchez del Río SáezDe-Yi Wang","2022","http://link.springer.com/article/10.1007/s40820-022-00973-8","Article"
"Correction to: Double Layer Composite Electrode Strategy for Efficient Perovskite Solar Cells with Excellent Reverse-Bias Stability","Nano-Micro Letters","","15","1","10.1007/s40820-023-01012-w","Chaofan JiangJunjie ZhouHang LiLiguo TanMinghao LiWolfgang TressLiming DingMichael GrätzelChenyi Yi","2023","http://link.springer.com/article/10.1007/s40820-023-01012-w","Article"
"Correction to: A Universal Principle to Accurately Synthesize Atomically Dispersed Metal–N4 Sites for CO2 Electroreduction","Nano-Micro Letters","","12","1","10.1007/s40820-020-00463-9","Wanzhen ZhengFeng ChenQi ZengZhongjian LiBin YangLecheng LeiQinghua ZhangFeng HeXi-Lin WuYang Hou","2020","http://link.springer.com/article/10.1007/s40820-020-00463-9","Article"
"Correction to: Ni Flower/MXene-Melamine Foam Derived 3D Magnetic/Conductive Networks for Ultra-Efficient Microwave Absorption and Infrared Stealth","Nano-Micro Letters","","14","1","10.1007/s40820-022-00820-w","Haoran ChengYamin PanXin WangChuntai LiuChangyu ShenDirk W. SchubertZhanhu GuoXianhu Liu","2022","http://link.springer.com/article/10.1007/s40820-022-00820-w","Article"
"Correction to: Interface Engineering of CoS/CoO@N‑Doped Graphene Nanocomposite for High‑Performance Rechargeable Zn–Air Batteries","Nano-Micro Letters","","13","1","10.1007/s40820-021-00608-4","Yuhui TianLi XuMeng LiDing YuanXianhu LiuJunchao QianYuhai DouJingxia QiuShanqing Zhang","2021","http://link.springer.com/article/10.1007/s40820-021-00608-4","Article"
"Correction to: Ultrastable and High-Performance Silk Energy Harvesting Textiles","Nano-Micro Letters","","12","1","10.1007/s40820-020-0380-z","Chao YeShaojun DongJing RenShengjie Ling","2020","http://link.springer.com/article/10.1007/s40820-020-0380-z","Article"
"Correction to: A Hybrid Biofuel and Triboelectric Nanogenerator for Bioenergy Harvesting","Nano-Micro Letters","","12","1","10.1007/s40820-020-00433-1","Hu LiXiao ZhangLuming ZhaoDongjie JiangLingling XuZhuo LiuYuxiang WuKuan HuMing-Rong ZhangJiangxue WangYubo FanZhou Li","2020","http://link.springer.com/article/10.1007/s40820-020-00433-1","Article"
"Correction to: Remotely Activated Nanoparticles for Anticancer Therapy","Nano-Micro Letters","","13","1","10.1007/s40820-020-00553-8","Luisa RaccaValentina Cauda","2020","http://link.springer.com/article/10.1007/s40820-020-00553-8","Article"
"Correction to: High-Index-Faceted Ni3S2 Branch Arrays as Bifunctional Electrocatalysts for Efficient Water Splitting","Nano-Micro Letters","","13","1","10.1007/s40820-020-00530-1","Shengjue DengKaili ZhangDong XieYan ZhangYongqi ZhangYadong WangJianbo WuXiuli WangHong Jin FanXinhui XiaJiangping Tu","2020","http://link.springer.com/article/10.1007/s40820-020-00530-1","Article"
"Correction to: Stable Zn Metal Anodes with Limited Zn-Doping in MgF2 Interphase for Fast and Uniformly Ionic Flux","Nano-Micro Letters","","14","1","10.1007/s40820-022-00814-8","Ji Young KimGuicheng LiuRyanda Enggar Anugrah ArdhiJihun ParkHansung KimJoong Kee Lee","2022","http://link.springer.com/article/10.1007/s40820-022-00814-8","Article"
"Correction to: Prussian Blue Analogues in Aqueous Batteries and Desalination Batteries","Nano-Micro Letters","","13","1","10.1007/s40820-021-00715-2","Chiwei XuZhengwei YangXikun ZhangMaoting XiaHuihui YanJing LiHaoxiang YuLiyuan ZhangJie Shu","2021","http://link.springer.com/article/10.1007/s40820-021-00715-2","Article"
"Bi-Atom Electrocatalyst for Electrochemical Nitrogen Reduction Reactions","Nano-Micro Letters","","13","1","10.1007/s40820-021-00638-y","Wenchao ZhangBin-Wei Zhang","2021","http://link.springer.com/article/10.1007/s40820-021-00638-y","Article"
"Real Nano “Light Vaccine” Will Benefit to COVID-19 Pandemic Control","Nano-Micro Letters","","13","1","10.1007/s40820-021-00723-2","Jianshe Yang","2021","http://link.springer.com/article/10.1007/s40820-021-00723-2","Article"
"Correction to: Tetrahedral Framework Nucleic Acid‑Based Delivery of Resveratrol Alleviates Insulin Resistance: From Innate to Adaptive Immunity","Nano-Micro Letters","","13","1","10.1007/s40820-021-00711-6","Yanjing LiShaojingya GaoSirong ShiDexuan XiaoShuanglin PengYang GaoYing ZhuYunfeng Lin","2021","http://link.springer.com/article/10.1007/s40820-021-00711-6","Article"
"Suppressing Li Dendrites via Electrolyte Engineering by Crown Ethers for Lithium Metal Batteries","Nano-Micro Letters","","12","1","10.1007/s40820-020-00501-6","Shanqing Zhang","2020","http://link.springer.com/article/10.1007/s40820-020-00501-6","Article"
"Correction to: Memristive Devices Based on Two-Dimensional Transition Metal Chalcogenides for Neuromorphic Computing","Nano-Micro Letters","","14","1","10.1007/s40820-022-00816-6","Ki Chang KwonJi Hyun BaekKootak HongSoo Young KimHo Won Jang","2022","http://link.springer.com/article/10.1007/s40820-022-00816-6","Article"
"Metallic Graphene Nanoribbons","Nano-Micro Letters","","13","1","10.1007/s40820-020-00556-5","Sheng-Yi XieXian-Bin Li","2021","http://link.springer.com/article/10.1007/s40820-020-00556-5","Article"
"Lithium Hexamethyldisilazide Endows Li||NCM811 Battery with Superior Performance","Nano-Micro Letters","","15","1","10.1007/s40820-022-00998-z","Junda HuangYaxiong YangYanxia LiuJianmin Ma","2023","http://link.springer.com/article/10.1007/s40820-022-00998-z","Article"
"Separator Wettability Enhanced by Electrolyte Additive to Boost the Electrochemical Performance of Lithium Metal Batteries","Nano-Micro Letters","","13","1","10.1007/s40820-021-00731-2","Ying Wang","2021","http://link.springer.com/article/10.1007/s40820-021-00731-2","Article"
"Correction to: Fluorescent Silicon Nanorods‑Based Nanotheranostic Agents for Multimodal Imaging‑Guided Photothermal Therapy","Nano-Micro Letters","","11","1","10.1007/s40820-019-0318-5","Mingyue CuiSangmo LiuBin SongDaoxia GuoJinhua WangGuyue HuYuanyuan SuYao He","2019","http://link.springer.com/article/10.1007/s40820-019-0318-5","Article"
"Correction to: Moth-eye Structured Polydimethylsiloxane Films for High-Efficiency Perovskite Solar Cells","Nano-Micro Letters","","11","1","10.1007/s40820-019-0325-6","Min-cheol KimSegeun JangJiwoo ChoiSeong Min KangMansoo Choi","2019","http://link.springer.com/article/10.1007/s40820-019-0325-6","Article"
"Erratum to: A Facile Self-assembly Synthesis of Hexagonal ZnO Nanosheet Films and Their Photoelectrochemical Properties","Nano-Micro Letters","","8","1","10.1007/s40820-016-0085-5","Bin ZhangFaze WangChangqing ZhuQiang LiJingnan SongMaojun ZhengLi MaWenzhong Shen","2016","http://link.springer.com/article/10.1007/s40820-016-0085-5","Article"
"Erratum to: Novel Hybrid Ligands for Passivating PbS Colloidal Quantum Dots to Enhance the Performance of Solar Cells","Nano-Micro Letters","","8","1","10.1007/s40820-015-0078-9","Yuehua YangBaofeng ZhaoYuping GaoHan LiuYiyao TianDonghuan QinHongbin WuWenbo HuangLintao Hou","2016","http://link.springer.com/article/10.1007/s40820-015-0078-9","Article"
"Thermal Shock-Activated Spontaneous Growing of Nanosheets for Overall Water Splitting","Nano-Micro Letters","","12","1","10.1007/s40820-020-00505-2","Han WuQi LuJinfeng ZhangJiajun WangXiaopeng HanNaiqin ZhaoWenbin HuJiajun LiYanan ChenYida Deng","2020","http://link.springer.com/article/10.1007/s40820-020-00505-2","Article"
"A Perspective for Developing Polymer-Based Electromagnetic Interference Shielding Composites","Nano-Micro Letters","","14","1","10.1007/s40820-022-00843-3","Yali ZhangJunwei Gu","2022","http://link.springer.com/article/10.1007/s40820-022-00843-3","Article"
"Ta-Doped Sb2Te Allows Ultrafast Phase-Change Memory with Excellent High-Temperature Operation Characteristics","Nano-Micro Letters","","13","1","10.1007/s40820-020-00557-4","Yuan XueShuai YanShilong LvSannian SongZhitang Song","2021","http://link.springer.com/article/10.1007/s40820-020-00557-4","Article"
"Electrical Excitation of Long-Range Surface Plasmons in PC/OLED Structure with Two Metal Nanolayers","Nano-Micro Letters","","12","1","10.1007/s40820-020-0369-7","Valery KonopskyValery ProkhorovDmitry LypenkoArtem DmitrievElena AlievaGiovanni DietlerSergey Sekatskii","2020","http://link.springer.com/article/10.1007/s40820-020-0369-7","Article"
"Cu3(PO4)2: Novel Anion Convertor for Aqueous Dual-Ion Battery","Nano-Micro Letters","","13","1","10.1007/s40820-020-00576-1","Haoxiang YuChenchen DengHuihui YanMaoting XiaXikun ZhangZhen-Bo WangJie Shu","2021","http://link.springer.com/article/10.1007/s40820-020-00576-1","Article"
"K2Ti6O13 Nanoparticle-Loaded Porous rGO Crumples for Supercapacitors","Nano-Micro Letters","","12","1","10.1007/s40820-019-0344-3","Chongmin LeeSun Kyung KimHankwon ChangHee Dong Jang","2019","http://link.springer.com/article/10.1007/s40820-019-0344-3","Article"
"Stress and Strain in Perovskite/Silicon Tandem Solar Cells","Nano-Micro Letters","","15","1","10.1007/s40820-023-01019-3","Kong LiuZhijie WangShengchun QuLiming Ding","2023","http://link.springer.com/article/10.1007/s40820-023-01019-3","Article"
"Boosting the Electrochemical Performance of Li- and Mn-Rich Cathodes by a Three-in-One Strategy","Nano-Micro Letters","","13","1","10.1007/s40820-021-00725-0","Wei HeFangjun YeJie LinQian WangQingshui XieFei PeiChenying ZhangPengfei LiuXiuwan LiLaisen WangBaihua QuDong-Liang Peng","2021","http://link.springer.com/article/10.1007/s40820-021-00725-0","Article"
"A Liquid–Solid Interface-Based Triboelectric Tactile Sensor with Ultrahigh Sensitivity of 21.48 kPa−1","Nano-Micro Letters","","14","1","10.1007/s40820-022-00831-7","Jingya LiuZhen WenHao LeiZhenqiu GaoXuhui Sun","2022","http://link.springer.com/article/10.1007/s40820-022-00831-7","Article"
"Environment-Stable CoxNiy Encapsulation in Stacked Porous Carbon Nanosheets for Enhanced Microwave Absorption","Nano-Micro Letters","","12","1","10.1007/s40820-020-00432-2","Xiaohui LiangZengming ManBin QuanJing ZhengWeihua GuZhu ZhangGuangbin Ji","2020","http://link.springer.com/article/10.1007/s40820-020-00432-2","Article"
"A Self-Powered, Highly Embedded and Sensitive Tribo-Label-Sensor for the Fast and Stable Label Printer","Nano-Micro Letters","","15","1","10.1007/s40820-022-00999-y","Xindan HuiZhongjie LiLirong TangJianfeng SunXingzhe HouJie ChenYan PengZhiyi WuHengyu Guo","2022","http://link.springer.com/article/10.1007/s40820-022-00999-y","Article"
"Chemical Coupled PEDOT:PSS/Si Electrode: Suppressed Electrolyte Consumption Enables Long-Term Stability","Nano-Micro Letters","","13","1","10.1007/s40820-020-00564-5","Xuejiao LiuZhixin XuAsma IqbalMing ChenNazakat AliCheeTongJohn LowRongrong QiJiantao ZaiXuefeng Qian","2021","http://link.springer.com/article/10.1007/s40820-020-00564-5","Article"
"A Hybrid Biofuel and Triboelectric Nanogenerator for Bioenergy Harvesting","Nano-Micro Letters","","12","1","10.1007/s40820-020-0376-8","Hu LiXiao ZhangLuming ZhaoDongjie JiangLingling XuZhuo LiuYuxiang WuKuan HuMing-Rong ZhangJiangxue WangYubo FanZhou Li","2020","http://link.springer.com/article/10.1007/s40820-020-0376-8","Article"
"Stable Lithium-Carbon Composite Enabled by Dual-Salt Additives","Nano-Micro Letters","","13","1","10.1007/s40820-021-00633-3","Lei ZhengFeng GuoTuo KangYingzhu FanWei GuYayun MaoYa LiuRong HuangZhiyun LiYanbin ShenWei LuLiwei Chen","2021","http://link.springer.com/article/10.1007/s40820-021-00633-3","Article"
"High Output Performance and Ultra-Durable DC Output for Triboelectric Nanogenerator Inspired by Primary Cell","Nano-Micro Letters","","14","1","10.1007/s40820-022-00898-2","Shaoke FuWencong HeHuiyuan WuChuncai ShanYan DuGui LiPing WangHengyu GuoJie ChenChenguo Hu","2022","http://link.springer.com/article/10.1007/s40820-022-00898-2","Article"
"Fully Roll-to-Roll Processed Efficient Perovskite Solar Cells via Precise Control on the Morphology of PbI2:CsI Layer","Nano-Micro Letters","","14","1","10.1007/s40820-022-00815-7","Hengyue LiChuantian ZuoDechan AngmoHasitha WeerasingheMei GaoJunliang Yang","2022","http://link.springer.com/article/10.1007/s40820-022-00815-7","Article"
"Breaking Through Bottlenecks for Thermally Conductive Polymer Composites: A Perspective for Intrinsic Thermal Conductivity, Interfacial Thermal Resistance and Theoretics","Nano-Micro Letters","","13","1","10.1007/s40820-021-00640-4","Junwei GuKunpeng Ruan","2021","http://link.springer.com/article/10.1007/s40820-021-00640-4","Article"
"Reversible Magnesium Metal Anode Enabled by Cooperative Solvation/Surface Engineering in Carbonate Electrolytes","Nano-Micro Letters","","13","1","10.1007/s40820-021-00716-1","Caiyun WangYao HuangYunhao LuHongge PanBen Bin XuWenping SunMi YanYinzhu Jiang","2021","http://link.springer.com/article/10.1007/s40820-021-00716-1","Article"
"Niobium Tungsten Oxide in a Green Water-in-Salt Electrolyte Enables Ultra-Stable Aqueous Lithium-Ion Capacitors","Nano-Micro Letters","","12","1","10.1007/s40820-020-00508-z","Shengyang DongYi WangChenglong ChenLaifa ShenXiaogang Zhang","2020","http://link.springer.com/article/10.1007/s40820-020-00508-z","Article"
"Engineering Leaf-Like UiO-66-SO3H Membranes for Selective Transport of Cations","Nano-Micro Letters","","12","1","10.1007/s40820-020-0386-6","Tingting XuMuhammad Aamir ShehzadXin WangBin WuLiang GeTongwen Xu","2020","http://link.springer.com/article/10.1007/s40820-020-0386-6","Article"
"Organic Optoelectronic Synapses for Sound Perception","Nano-Micro Letters","","15","1","10.1007/s40820-023-01116-3","Yanan WeiYouxing LiuQijie LinTianhua LiuSong WangHao ChenCongqi LiXiaobin GuXin ZhangHui Huang","2023","http://link.springer.com/article/10.1007/s40820-023-01116-3","Article"
"A Self-Powered Nanogenerator for the Electrical Protection of Integrated Circuits from Trace Amounts of Liquid","Nano-Micro Letters","","12","1","10.1007/s40820-019-0338-1","Zhuang HuiMing XiaoDaozhi ShenJiayun FengPeng PengYangai LiuWalter W. DuleyY. Norman Zhou","2019","http://link.springer.com/article/10.1007/s40820-019-0338-1","Article"
"Single-Layer ZnO Hollow Hemispheres Enable High-Performance Self-Powered Perovskite Photodetector for Optical Communication","Nano-Micro Letters","","13","1","10.1007/s40820-021-00596-5","Xiyan PanJianqiang ZhangHai ZhouRonghuan LiuDingjun WuRui WangLiangping ShenLi TaoJun ZhangHao Wang","2021","http://link.springer.com/article/10.1007/s40820-021-00596-5","Article"
"Enhanced Ionic Accessibility of Flexible MXene Electrodes Produced by Natural Sedimentation","Nano-Micro Letters","","12","1","10.1007/s40820-020-00426-0","Ning SunZhaoruxin GuanQizhen ZhuBabak AnasoriYury GogotsiBin Xu","2020","http://link.springer.com/article/10.1007/s40820-020-00426-0","Article"
"Chip-Based High-Dimensional Optical Neural Network","Nano-Micro Letters","","14","1","10.1007/s40820-022-00957-8","Xinyu WangPeng XieBohan ChenXingcai Zhang","2022","http://link.springer.com/article/10.1007/s40820-022-00957-8","Article"
"4-Terminal Inorganic Perovskite/Organic Tandem Solar Cells Offer 22% Efficiency","Nano-Micro Letters","","15","1","10.1007/s40820-022-00995-2","Ling LiuHanrui XiaoKe JinZuo XiaoXiaoyan DuKeyou YanFeng HaoQinye BaoChenyi YiFangyang LiuWentao WangChuantian ZuoLiming Ding","2022","http://link.springer.com/article/10.1007/s40820-022-00995-2","Article"
"Linearly Polarization-Sensitive Perovskite Photodetectors","Nano-Micro Letters","","15","1","10.1007/s40820-023-01048-y","Jie SunLiming Ding","2023","http://link.springer.com/article/10.1007/s40820-023-01048-y","Article"
"Defect Passivation on Lead-Free CsSnI3 Perovskite Nanowires Enables High-Performance Photodetectors with Ultra-High Stability","Nano-Micro Letters","","14","1","10.1007/s40820-022-00964-9","Zheng GaoHai ZhouKailian DongChen WangJiayun WeiZhe LiJiashuai LiYongjie LiuJiang ZhaoGuojia Fang","2022","http://link.springer.com/article/10.1007/s40820-022-00964-9","Article"
"Trace Amounts of Triple-Functional Additives Enable Reversible Aqueous Zinc-Ion Batteries from a Comprehensive Perspective","Nano-Micro Letters","","15","1","10.1007/s40820-023-01050-4","Ruwei ChenWei ZhangQuanbo HuangChaohong GuanWei ZongYuhang DaiZijuan DuZhenyu ZhangJianwei LiFei GuoXuan GaoHaobo DongJiexin ZhuXiaohui WangGuanjie He","2023","http://link.springer.com/article/10.1007/s40820-023-01050-4","Article"
"Insights Into the Interfacial Degradation of High-Voltage All-Solid-State Lithium Batteries","Nano-Micro Letters","","14","1","10.1007/s40820-022-00936-z","Jiawen LiYuchen JiHaoran SongShiming ChenShouxiang DingBingkai ZhangLuyi YangYongli SongFeng Pan","2022","http://link.springer.com/article/10.1007/s40820-022-00936-z","Article"
"Bi2S3 for Aqueous Zn Ion Battery with Enhanced Cycle Stability","Nano-Micro Letters","","12","1","10.1007/s40820-019-0352-3","Ting XiongYinming WangBosi YinWen ShiWee Siang Vincent LeeJunmin Xue","2019","http://link.springer.com/article/10.1007/s40820-019-0352-3","Article"
"Regulating Zn Deposition via an Artificial Solid–Electrolyte Interface with Aligned Dipoles for Long Life Zn Anode","Nano-Micro Letters","","13","1","10.1007/s40820-021-00599-2","Kai WuJin YiXiaoyu LiuYang SunJin CuiYihua XieYuyu LiuYongyao XiaJiujun Zhang","2021","http://link.springer.com/article/10.1007/s40820-021-00599-2","Article"
"Post-Synthetic and In Situ Vacancy Repairing of Iron Hexacyanoferrate Toward Highly Stable Cathodes for Sodium-Ion Batteries","Nano-Micro Letters","","14","1","10.1007/s40820-021-00742-z","Min WanRui ZengJingtao MengZexiao ChengWeilun ChenJiayu PengWuxing ZhangYunhui Huang","2021","http://link.springer.com/article/10.1007/s40820-021-00742-z","Article"
"Synergistic Effect of Cation and Anion for Low-Temperature Aqueous Zinc-Ion Battery","Nano-Micro Letters","","13","1","10.1007/s40820-021-00733-0","Tianjiang SunShibing ZhengHaihui DuZhanliang Tao","2021","http://link.springer.com/article/10.1007/s40820-021-00733-0","Article"
"In-Situ Annealed Ti3C2Tx MXene Based All-Solid-State Flexible Zn-Ion Hybrid Micro Supercapacitor Array with Enhanced Stability","Nano-Micro Letters","","13","1","10.1007/s40820-021-00634-2","La LiWeijia LiuKai JiangDi ChenFengyu QuGuozhen Shen","2021","http://link.springer.com/article/10.1007/s40820-021-00634-2","Article"
"Self-Assembly MXene-rGO/CoNi Film with Massive Continuous Heterointerfaces and Enhanced Magnetic Coupling for Superior Microwave Absorber","Nano-Micro Letters","","14","1","10.1007/s40820-022-00811-x","Xiao LiZhengchen WuWenbin YouLiting YangRenchao Che","2022","http://link.springer.com/article/10.1007/s40820-022-00811-x","Article"
"High-Performance Aqueous Zinc–Manganese Battery with Reversible Mn2+/Mn4+ Double Redox Achieved by Carbon Coated MnOx Nanoparticles","Nano-Micro Letters","","12","1","10.1007/s40820-020-00445-x","Jingdong HuangJing ZengKunjie ZhuRuizhi ZhangJun Liu","2020","http://link.springer.com/article/10.1007/s40820-020-00445-x","Article"
"Stabilising Cobalt Sulphide Nanocapsules with Nitrogen-Doped Carbon for High-Performance Sodium-Ion Storage","Nano-Micro Letters","","12","1","10.1007/s40820-020-0391-9","Yilan WuRohit R. GaddamChao ZhangHao LuChao WangDmitri GolbergXiu Song Zhao","2020","http://link.springer.com/article/10.1007/s40820-020-0391-9","Article"
"A Self-supported Graphene/Carbon Nanotube Hollow Fiber for Integrated Energy Conversion and Storage","Nano-Micro Letters","","12","1","10.1007/s40820-020-0390-x","Kai LiuZilin ChenTian LvYao YaoNing LiHuili LiTao Chen","2020","http://link.springer.com/article/10.1007/s40820-020-0390-x","Article"
"Magnetic Array Assisted Triboelectric Nanogenerator Sensor for Real-Time Gesture Interaction","Nano-Micro Letters","","13","1","10.1007/s40820-020-00575-2","Ken QinChen ChenXianjie PuQian TangWencong HeYike LiuQixuan ZengGuanlin LiuHengyu GuoChenguo Hu","2021","http://link.springer.com/article/10.1007/s40820-020-00575-2","Article"
